"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3T5ZXGO9DEILCTZOIOGV94W8377QZM","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3WT783CTPCBOMEKJXU4YS1VBFMABC2","A4T1X0PO5N1G9","Submitted","Sat Jun 24 08:44:24 PDT 2017","Sat Jun 24 08:45:47 PDT 2017","Tue Jun 27 08:45:47 PDT 2017","","","","83","100% (9/9)","100% (9/9)","100% (9/9)","0","Are you a big Star Wars fan?","I'll make some popcorn!","Not really. I've only seen the first one.","I think I'm going to watch them before we go to Disney.","Oh that's a good idea. They're building new Star Wars stuff, right?","Yeah, but I don't know anything about it.","I will watch them with you!","Ok, let's start with the one with Princess Lea in the gold bikini.","It's a deal!","I'll bring copies over tonight.","x",""
"3T5ZXGO9DEILCTZOIOGV94W8377QZM","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3X31TUMD7YGGCKWX8A48P88PNJPL11","AO33H4GL9KZX9","Submitted","Fri Jun 23 21:41:21 PDT 2017","Fri Jun 23 21:44:30 PDT 2017","Mon Jun 26 21:44:30 PDT 2017","","","","189","100% (95/95)","100% (43/43)","100% (23/23)","0","That wowld've been cool","Of course I am. Adding CGI to already digitalized movies can't be that hard.","You know he's giving into the dark side, and his saber is reacting to his negative energy","That would've been a nice touch.","See? It has a lot of those missed opportunities in the movie.","But still even with those little things, they're still all awesome movies.","Not the original. They should remake the originals with moden CGI","NO. That will kill the movies","No, it will be an awesome improvement. They're all digitized now.","Wait, huh. you're right.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","30BUDKLTXEP1UWNOSBJGF3VMQW9E5T","A2WWYVKGZZXBOB","Approved","Thu Jun 22 06:36:16 PDT 2017","Thu Jun 22 06:38:33 PDT 2017","Sun Jun 25 06:38:33 PDT 2017","2017-06-25 13:39:08 UTC","","","137","100% (19/19)","100% (11/11)","100% (8/8)","0","Have you seen Episode VII yet?","Yes, overall I'd say the movie was the first solid Star Wars movie since Episode VI.","I did. I thought it was pretty good.","My only complaint is how derivative it is of Episode IV.","It was at that. But all I asked was that it be better than the prequels.","Yes, my expectations were set very low as well.","I like the new generation of the cast, though.","How did you feel about Han Solo's death?","I understood why it happened, but there will be a real hole in the sequels without Harrison's charisma.","I didn't like that we only saw Luke Skywalker for a few seconds, but I suppose you don't want to cram too much into the movie.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","30MVJZJNHN7S6ZBS927OOZDGH3IJ9A","A2X9VV3B0FZKHY","Approved","Thu Jun 22 17:53:59 PDT 2017","Thu Jun 22 18:00:03 PDT 2017","Sun Jun 25 18:00:03 PDT 2017","2017-06-26 01:00:08 UTC","","","364","100% (4/4)","100% (4/4)","100% (4/4)","0","What did you think of the Star Wars prequel trilogy? To me, it was disappointing","There I agree with you. They could have chosen a better actor for that part.","I had a similar first impression, but I've seen them a few times now, and I have to admit they're a lot of fun.","But there are some glaring flaws. How about Jar Jar - isn't he annoying?","Yes, he is, but you have to look at the big picture. Lucas obviously included him for a bit of humor.","That's the problem, though. He's not funny - he's just annoying.","Jar Jar aside, some of the characters are very compelling. Qui Gone Jin, for example, played by Liam Neisen, is amazing.","I have to agree with you there. He's a good example of a courageous, strong-willed Jedi. And Darth Maul is a terrific villian too.","Yeah, how about the fight between the two Jedi and Darth maul with the double light saber? There's nothing like it.","That's true. It ranks among the best ever Star Wars combat scenes. But Haydn Christianson was miscast as Anakin Skywalker.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","34Z02EIMIT74O8JKL02ZXUZWC1Q0TV","A346UAH34GVOZX","Approved","Thu Jun 22 22:46:53 PDT 2017","Thu Jun 22 22:53:01 PDT 2017","Sun Jun 25 22:53:01 PDT 2017","2017-06-26 05:53:08 UTC","","","368","100% (13/13)","100% (13/13)","100% (13/13)","0","Did you know that George Lucas didn't originally write Luke and Leia to be twin siblings?","You won't get any argument from me there. I much prefer the backstory Leia revealed in Return of the Jedi - better than anything in the  prequel movies, yuck.","How do you know that?","I read the script for the first Star Wars. Luke was introduced as being 20 years old, and Leia was introduced as being 16.","So the love interest angle that they hinted at in Star Wars, that was the point originally.","Right. It was only after the huge success of Star Wars, and the plans for a sequel, that Lucas retconned Luke and Leia into being twins.","Actually, that was a really good storyline. I loved it in Empire and Return of the Jedi when Leia could sense Luke through the Force.","And in Empire, we all just thought it was the Force - not that the two of them were bonded as siblings.","It made for an interesting love triangle, until it was revealed that the two were siblings.","Too bad Lucas didn't stop the retconning there. The way he reworked the whole mother's death part in order to do it his new stupid way in the prequel trilogy, that was really lame.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","374TNBHA8CPOTNNDC4JDKHIT47LQYN","A21EKJDQXTDGP4","Approved","Thu Jun 22 14:55:07 PDT 2017","Thu Jun 22 15:00:36 PDT 2017","Sun Jun 25 15:00:36 PDT 2017","2017-06-25 22:01:08 UTC","","","329","100% (19/19)","100% (19/19)","100% (19/19)","0","How do you feel about the Star Wars prequel trilogy?","It's a tossup between the overuse of CGI and the wooden dialogue. There's so much CGI in the prequels that they are almost cartoons.","When they were new I didn't care for them very much but over time I've come to appreciate them a bit more.","Which of the Star Wars prequels is your favorite movie?","Probably Revenge of the Sith. That's a pretty common opinion but I agree, it was the best out of the three.","Which prequel was your least favorite. Let me guess, Attack of the Clones?","That's right. I don't dislike everything about that movie but of the three, it probably has the worst dialogue and characters.","But in Attack of the Clones, it was cool seeing a young Boba Fett right?","I actually didn't like that part. What was good about Boba Fett was that he was this mysterious character and showing him as a kid takes away from that mystique.","What was the worst thing about the prequels generally?","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3DHE4R9OCX57FD0SGN76HZDMJ6FG21","AKM6CK7MY7LOE","Submitted","Fri Jun 23 08:19:19 PDT 2017","Fri Jun 23 08:22:21 PDT 2017","Mon Jun 26 08:22:21 PDT 2017","","","","182","100% (154/154)","100% (125/125)","100% (87/87)","0","Was Darth Vader in the first Star Wars movie, or the second one?","I didn't see them all. I don't know.","He was in the original Star Wars.","What was his name in the movie?","Anakin Skywalker. You know , Lukes father.","Yeah, I know. Luke I am your father.","That line has been made fun of so many times.","Maybe because of the way he spoke in that mask.","True. Sounded like he had a breathing problem.","Was he in any more movies or just the first Star Wars?","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3E4GGUZ1T9LCHZWB6ESLFR5FQNZK2B","A1L92Y6VBTRFP5","Submitted","Fri Jun 23 09:17:23 PDT 2017","Fri Jun 23 09:29:48 PDT 2017","Mon Jun 26 09:29:48 PDT 2017","","","","745","100% (11/11)","100% (11/11)","100% (11/11)","0","When did you first see Star Wars?","Yes but i turned rebel.","When I was 10.  I saw it at the theatres with my parents.","What did you think of it?","I thought it was the greatest thing i had ever seen!","It was so different and innovative.","I had dreams about it for a week after.","What kind of dreams?","About flying a tie fighter and trying to kill darth vader.","But if you are flying a tie fighter you would be on the dark side right?","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3ERET4BTVN3NHJHARN70PEDTWT79KQ","A1CF6U3GF7DZEJ","Submitted","Fri Jun 23 08:34:29 PDT 2017","Fri Jun 23 08:40:35 PDT 2017","Mon Jun 26 08:40:35 PDT 2017","","","","366","100% (117/117)","100% (107/107)","100% (96/96)","0","I saw Revenge of the Sith last night.","Goodbye,  Natalie.","Didn't that one have a bunch of Lucas family members playing bit parts?","Jeff, Amanda, and Katie are in the movie.","Was Hayden Christensen his dreamy self?","He did another good job as Anakin.","What was the saddest scene?","The second saddest was when Anakin kills a bunch of kid Jedis.","Right, bad.","The saddest was Padme's funeral.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3WLEIWSYHPBLF9V30TPO2ZPNY4W2HM","A2TDEX0T7XEPLU","Approved","Thu Jun 22 08:53:32 PDT 2017","Thu Jun 22 08:57:00 PDT 2017","Sun Jun 25 08:57:00 PDT 2017","2017-06-25 15:57:08 UTC","","","208","100% (77/77)","100% (77/77)","100% (65/65)","0","I have such a soft spot for Star Wars characters.","Alright. That's definitely something I can do.","I do, too. Yoda is my favorite.","He has a certain cuteness to him, but he's also a cool character.","He's a grand master or something like that, right?","Yeah, he is. I thought you said he was your favorite?","I know very little about the actual character. Just things I see on the internet.","Do yourself a favor and watch The Empire Strikes Back.","Isn't that his debut film?","That's right. Maybe you can learn a thing or two.","x",""
"338431Z1FL99PQ0HTUUEYWZ9FP6ORJ","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3Z7EFSHGNA8VZHNK2QWGHYM3YMDXC6","A20HZD952T4B2O","Approved","Fri Jun 23 01:39:52 PDT 2017","Fri Jun 23 01:42:52 PDT 2017","Mon Jun 26 01:42:52 PDT 2017","2017-06-26 08:43:08 UTC","","","180","100% (24/24)","100% (24/24)","100% (23/23)","0","Out of all of the Star Wars movies, who is your favorite character?","Quite possibly. He was an extremely popular character so any way to bring him back would be great. Especially for the final episode.","I think like a lot of the fans out there, mine was always Han Solo.","He is up there for me, as well. How surprised were you at this untimely demise in Force Awakens?","I actually wasn't too caught off guard by it, since Harrison Ford has stated he's always wanted Solo to be killed off.","I've heard that, as well. In terms of his character, do you think it wasn't a very heroic death?","I was okay with it the way it executed. He died while trying to save his son.","I understand your point. It was also in a way, a sort of passing the torch off to the new character.","Definitely. And I wouldn't rule out recurring appearances of him.","You think they'll bring Solo back in flashbacks/visions?","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","30OG32W0SV55KLTUWBF29KV8HLZENH","A30KJAZCNCECX2","Submitted","Fri Jun 23 11:34:03 PDT 2017","Fri Jun 23 11:35:33 PDT 2017","Mon Jun 26 11:35:33 PDT 2017","","","","90","90% (9/10)","100% (5/5)","100% (5/5)","0","Have you seen the newest start wars movie?","I'm not really a huge star wars fan, but I did like that one.","Was that Rogue One?","I think so, yeah.`","No. I actually have only seen one of the movies.","Which one was that?","I'm not actually sure. But it had those cute little fuzzy animals in it!","Oh! You mean the Ewoks!","Yeah!","I think that was Episode IV, but it might have been Episode III.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3DBQWDE4Y7S5O201LAMZ5QPV4RCN5Z","AR72L0JX4D03W","Approved","Thu Jun 22 21:18:10 PDT 2017","Thu Jun 22 21:21:44 PDT 2017","Sun Jun 25 21:21:44 PDT 2017","2017-06-26 04:22:08 UTC","","","214","100% (60/60)","100% (49/49)","100% (25/25)","0","But you know what I think is one of THE most illogical things in the Star Wars universe?","That's a good point.  Be faster than riding one of those giant dewback lizard things.","What?","Those speeder bikes from Return of the Jedi.","Hmm.. I can see that.","I mean, think about it, you got this REAL dense forest, not a clear path in site, so what do you give your troops?  Bikes that go from zero to hundred miles and hour in a split second.","Yeah, that's not a recipe for disaster.","I know, right?  To me, you need something like that in a place with lots of open spaces like Tatooine or something.","Well, they may not work there, it might be something where the sand is always getting in the engines.","I don't think so, if they can have those pod racers from the Phantom Menace (which takes place, what seventy years ago?) they could use speeder bikes.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3EA3QWIZ4JPFV300PQR53YZSYUWTI6","A2TDEX0T7XEPLU","Approved","Thu Jun 22 11:03:01 PDT 2017","Thu Jun 22 11:05:50 PDT 2017","Sun Jun 25 11:05:50 PDT 2017","2017-06-25 18:06:08 UTC","","","169","100% (77/77)","100% (77/77)","100% (65/65)","0","Is there anything about the Star Wars films that stands out to you the most?","You might just find yourself enjoying movies a lot more.","If I had to choose one thing, I'd say the setting.","All of the different planets and things like that?","Exactly. The fact that the setting varies so much helps the series stay fresh.","Honest.y, I'd never thought of it like that.","Did you just value the aesthetics of it?","Pretty much. I just saw that the worlds looked pretty, and that's it.","I feel like seeing it the way that I just described helps keep interest in the films.","That makes sense. I might have to start thinking like that.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3JNQLM5FT5GN15ETRE4MURIUFOEL2R","A1WBGYZ6Y8NJ9","Submitted","Fri Jun 23 15:54:13 PDT 2017","Fri Jun 23 15:55:21 PDT 2017","Mon Jun 26 15:55:21 PDT 2017","","","","68","100% (387/387)","100% (344/344)","100% (303/303)","0","Hoy","I have yet to see that!","Hello hah","What are you planning tonight","I am at work right now","Well what time do you get off","in like 3 hours","Well want to come over after","And do what","We can watch Rogue One","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3M0NZ3JDP2SZ5REKOYXT0DW4E7PZ51","A1E9RAXPMZ2CMG","Submitted","Fri Jun 23 20:06:45 PDT 2017","Fri Jun 23 20:08:49 PDT 2017","Mon Jun 26 20:08:49 PDT 2017","","","","124","0% (0/0)","0% (0/0)","0% (0/0)","0","How do you think it felt being Han Solo frozen in carbonite?","What if they just fed him a really big meal to tide him over until he got out?","Oh man, I don't even like to think about it.","What if he was awake the whole time, but just couldn't move or open his eyes?","That's a creepy thing to even think about.","I know, but he was in there for a long time.","How did they keep him alive without being able to eat?","It's a drama in space and you're worried about how someone stuck in a rock ate?","I mean, it's a valid question.","I suppose you're right.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3QILPRALQ6POBKJ3J8T2HAZM6GZ8N6","A3RYTY3QHRXNIY","Approved","Thu Jun 22 09:21:07 PDT 2017","Thu Jun 22 09:23:25 PDT 2017","Sun Jun 25 09:23:25 PDT 2017","2017-06-25 16:24:08 UTC","","","138","100% (479/479)","100% (413/413)","100% (358/358)","0","Do you like Star Wars The Force Awakens?","Yes they did","Yes it was so good","I loved carrie Fisher in it","She was really good","Shes so talented","She does leia so good","Harrison ford was good to","Hes also a great actor","They did a good job with the casting","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3UXUOQ9OKFRDRNKV0ZWRH4JRWRV7A3","A22JBMOHQKHTSS","Submitted","Fri Jun 23 10:52:18 PDT 2017","Fri Jun 23 10:54:05 PDT 2017","Mon Jun 26 10:54:05 PDT 2017","","","","107","100% (45/45)","100% (44/44)","100% (44/44)","0","What do you think of Chewie as a character in Star Wars.","Not once you get to know him.","I think he's simple yet.","Is that it?","Well I think he has a good heart and is an interesting character because of that.","He does the right things or tries to when he can.","Yes he does do the right thing most of the time.","Anything else?","He has an appearance most people would be afraid of.","That's true but he's not scary.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3WT783CTPCBOMEKJXU4YS1VBFM9CB2","AMYYL67LDKPDA","Submitted","Sat Jun 24 08:19:48 PDT 2017","Sat Jun 24 08:22:22 PDT 2017","Tue Jun 27 08:22:22 PDT 2017","","","","154","100% (137/137)","100% (137/137)","100% (137/137)","0","Whatever happened to Hayden Christensen?","You have way too much time on your hands.","Oh, you mean young Darth Vader.","Well, he was Anakin Skywalker at the time, not Darth Vader.","He technically was Darth Vader at the end of the third film.","Fine, whatever.  My point is that he doesn't seem to have done much after Star Wars.","He probably made a boatload of money from portraying Anakin.","Speaking of which, how did Darth Vader even survive?  I mean, he was pretty beat up.","Guess they got him those new body parts just in time.","I wonder if his suit has good air conditioning.","x",""
"334ZEL5JX69LQ50U8JUJO6451RPOS7","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","3YW4XOSQKRFJVAJRHOW9GV4808NU15","A30MUATECVKL00","Submitted","Fri Jun 23 11:20:53 PDT 2017","Fri Jun 23 11:32:53 PDT 2017","Mon Jun 26 11:32:53 PDT 2017","","","","720","100% (38/38)","100% (38/38)","100% (38/38)","0","Are you looking forward to the next Star Wars movie?","It definitely couldn't!","A ton! It's so nice that they come out one a year now.","What are you looking forward to?","Well, we didn't get to see much of Luke in the last one. I'm hoping for more of him.","I really like Mark Hamill. I wish he was in more things.","He's always cast as the villain when he acts elsewhere. I'm excited to have him as a hero again!","But are we sure that Luke's a hero still?","He must be. He's Luke Skywalker.","Yeah. I guess that could never really change.","x",""
"366FYU4PTGJ1QVAX9WILS8JHGV6KEI","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","30BUDKLTXEP1UWNOSBJGF3VMQ2Z5EM","A3201SGKC2IXYI","Submitted","Sat Jun 24 07:36:25 PDT 2017","Sat Jun 24 07:38:24 PDT 2017","Tue Jun 27 07:38:24 PDT 2017","","","","119","100% (4/4)","100% (2/2)","100% (1/1)","0","Who is your favorite Star Wars character?","I was really impressed by when he argued that the force must be balanced.","I really like Palpatine.","You mean the Emperor?!","Yes, well I really like him as both Emperor and Senator. I find him compelling.","Just the acting, or the character himself?","Both! He's a great actor, and the character has such great nuance.","Nuance? Such as what?","Well, he's this really good politician and evil Jedi, but he is also really sympathetic.","What's his most sympathetic moment?","x",""
"366FYU4PTGJ1QVAX9WILS8JHGV6KEI","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","33SA9F9TRYOV7F28OC6P538ZAWLWE6","A2Y23D9C3JIWGB","Approved","Fri Jun 23 02:41:32 PDT 2017","Fri Jun 23 02:43:55 PDT 2017","Mon Jun 26 02:43:55 PDT 2017","2017-06-26 09:44:08 UTC","","","143","100% (77/77)","100% (65/65)","100% (44/44)","0","I can't believe Kylo Ren killed Han Solo.","I guess we will find out later this year when the next movie comes out!","That was a devastating scene.","I wonder if Kylo will redeem himself before the trilogy ends.","I'd like to think so.  Redemption is always a powerful device in film.","Do you think he is too far gone?  Han's murder may have been the moral event horizon.","It very well may have been, but maybe Kylo will team up with Rey against Snokes.","That is always a possibility.  It seems as if they are building up Snokes to be the main villain.","And we still don't know what the deal with Luke is.","Do you think Luke may have nefarious plans or intentions?","x",""
"366FYU4PTGJ1QVAX9WILS8JHGV6KEI","32SAKJ4DTR1U4RYS6XQO8F524T7VDD","Create a dialog on Star Wars movies for ten sentences","Create a dialog on Star Wars movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, star wars, creative, science fiction","$0.45","Thu Jun 22 00:38:07 PDT 2017","9","BatchId:2844893;OriginalHitTemplateId:920937340;","7200","259200","Thu Jun 29 00:38:07 PDT 2017","","","34BBWHLWHB57NK4UKVWGQI6R2NSIWX","A1N4P4XGQM7NXE","Approved","Thu Jun 22 07:19:14 PDT 2017","Thu Jun 22 07:21:30 PDT 2017","Sun Jun 25 07:21:30 PDT 2017","2017-06-25 14:22:08 UTC","","","136","100% (29/29)","100% (25/25)","100% (16/16)","0","You look like quite the star wars fan.","Learning  something new today, young padawan is.","Thanks! I would definitely consider myself a superfan.","What did you think of rogue one?","Dude dont get me started, it was so good!","Who was was your favorite character?","Probably the robot, he had so much life for a machine.","I dont know, he felt fake to me.","Whatever. They totally used a real robot for him!","No way, I thought they just CGI everything in star wars these days.","x",""
