"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3N5YJ55YXGXZ8OEOQ48FOHAUPFIANV","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3NLZY2D53QJ4TOGETPUNQ9GXVZVQLN","APF1EAZT104LQ","Submitted","Mon Jun 26 13:23:37 PDT 2017","Mon Jun 26 13:25:27 PDT 2017","Thu Jun 29 13:25:27 PDT 2017","","","","110","100% (290/290)","100% (283/283)","100% (241/241)","0","I like older Disney films.","She has a goal and then a bunch of thing happen to her and we do not know what will happen.","Yes. You never knew what was gonna happen","Now they all follow a certain pattern","Yeah. it seems to be a bit lazy","Dumbo had a great story and you did not know what would happen next","I agree, I had no idea how it would turn out","I like the Disney films where they follow a character on a journey","I agree. The Little Mermaid is a good example of that.","Yes it is.","x",""
"3N5YJ55YXGXZ8OEOQ48FOHAUPFIANV","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3OJSZ2ATDTQGLH8E535A9T354KS759","A2H29J9I5X9Z2Q","Submitted","Mon Jun 26 15:29:47 PDT 2017","Mon Jun 26 15:31:05 PDT 2017","Thu Jun 29 15:31:05 PDT 2017","","","","78","100% (54/54)","100% (38/38)","100% (14/14)","0","Have you seen the movie Inside Out?","True, but it didn't look like a brain to me. It was almost like a factory the way it worked. Strange.","Yes, but I didn't like it at all.","Really? Why?","Sadness ruined it for me. She was always depressed and ruining things.","That was the goal of her character.","I understand that, but it was almost annoying how she wouldn't listen to Joy.","That's true.","Some of the storyline was hard to understand. How Riley's memories were stored in colorful balls.","I think that was to represent her brain.","x",""
"3N5YJ55YXGXZ8OEOQ48FOHAUPFIANV","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3ZQIG0FLQFAC9QOUJ2VZ57WLAYOWVQ","A1EX951NW7YPG6","Submitted","Mon Jun 26 13:50:34 PDT 2017","Mon Jun 26 13:56:51 PDT 2017","Thu Jun 29 13:56:51 PDT 2017","","","","377","100% (20/20)","100% (20/20)","100% (20/20)","0","winnie the pooh is one of the best movies","so did i , then my mom said rabbit was a boy","he is such a cute bear, did you know the writer made that about his own stuffed animals","he was, he was always finding honey pots","I wonder why bears love honey so much","because it tastes so good!","I like tigger, he was so crazy jumping around","and little roo, he was always following tigger","i know and poor rabbit with his garden always getting ruined","i know, rabbit was a boy i always though rabbit was an old lady","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","35BLDD71I7RG3LTZUPF64BQ3R1CZV5","A17J1CE7N49Z9D","Submitted","Mon Jun 26 16:41:01 PDT 2017","Mon Jun 26 16:42:53 PDT 2017","Thu Jun 29 16:42:53 PDT 2017","","","","112","100% (39/39)","100% (39/39)","100% (30/30)","0","what your favorite toy story movie?","and be even more emotive with it","I grew up with the first two","my favorite is the third one","yeah, it is just as good.","the third one is more emotional to me.","they are all just as good though.","they did good.","not many companies do well with the third sequel","they were able to do it right","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","369J354OFE4VXEJT3PJ97CUYZIR6GW","A1WBGYZ6Y8NJ9","Submitted","Mon Jun 26 16:17:26 PDT 2017","Mon Jun 26 16:19:39 PDT 2017","Thu Jun 29 16:19:39 PDT 2017","","","","133","100% (484/484)","100% (441/441)","100% (386/386)","0","I gotta catch up","Would be awesome","Catch up?","Yeah on DIsney movies","How so","Well i have not watch any of their stuff in awhile","What did you miss","Most of their big releases last year","Well i can get some","Can you?","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","37UQDCYH6YPXJBNTBUNNDRX4H7IV7Q","APF1EAZT104LQ","Submitted","Mon Jun 26 14:06:25 PDT 2017","Mon Jun 26 14:08:13 PDT 2017","Thu Jun 29 14:08:13 PDT 2017","","","","108","100% (290/290)","100% (283/283)","100% (241/241)","0","What Disney movies came out in the 90's?","Belle","Beauty and the Beast and Pocahontas","Were they both good?","Yes","When did Beauty and the Beast come out?","1991","Is it the best movie Disney made?","Yes","What is the name of the main character?","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3OUYGIZWR8S6WGQD4JTFSKYZN6R0PS","A6YF5R5J1X7P7","Submitted","Mon Jun 26 15:50:37 PDT 2017","Mon Jun 26 15:53:11 PDT 2017","Thu Jun 29 15:53:11 PDT 2017","","","","154","0% (0/0)","0% (0/0)","0% (0/0)","0","When I was in Chicago some years ago I was staying in a hotel next to the theater where the Lion King stage musical was playing.","That's good!","Did you see it?","I tried to. I waiting in line at the Will Call.","What's the Will Call?","If someone hasn't shown or there are extra tickets they'll sell them to you the same day for that night.","Did you get in?","I was third in line. The two ahead of me got the last tickets.","Oh no!","I was sorely disappointed. But I saw in a few months later when I returned.","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3Q5C1WP23NV2AVTCGNO18JCS1YY15C","A240OTT1T85UGT","Submitted","Mon Jun 26 16:32:25 PDT 2017","Mon Jun 26 16:33:07 PDT 2017","Thu Jun 29 16:33:07 PDT 2017","","","","42","100% (20/20)","100% (20/20)","100% (20/20)","0","What's your favorite Disney Movie?","..bye..","I don't like Disney","Why?","I'm a 33 year old man","So?","So they don't appeal to me","No kids I take it","I hate children","I think I'm done here...","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3RKNTXVS3NSG802CY1YKESZH5W8A43","A22YXT1IRJHN9F","Submitted","Mon Jun 26 16:24:45 PDT 2017","Mon Jun 26 16:30:23 PDT 2017","Thu Jun 29 16:30:23 PDT 2017","","","","338","0% (0/0)","0% (0/0)","0% (0/0)","0","Are you a fan of Disney movies?","Yea that's a good choice too.","Yea I love Disney!","What's your favorite movie that they've released.","Wow, that's an extremely difficult question.","Haha, sorry, I was just curious.","I'd probably have to say Toy Story. Woody and Buzz were awesome lead characters","They were so lovable!","What about you, what was your favorite Disney movie?","Definitely Mighty Ducks. I'm a big sports person so that was my favorite growing up.","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3U4J9857OF5IAXPN6DWNCF3XEGJ7BF","AL78XS9H98CDK","Submitted","Mon Jun 26 16:21:20 PDT 2017","Mon Jun 26 17:01:32 PDT 2017","Thu Jun 29 17:01:32 PDT 2017","","","","2412","100% (2/2)","100% (2/2)","100% (2/2)","0","I just read that Disney is making another The Incredibles Movie.","Me too. It has to be better than the original, and knowing Disney movies, it will be.","Yes I heard about it but didn't know is it was just a rumor.","No it's not. It was one of my favorite Disney movie. My brother saw it a million times. He wanted to be Mr. Incredible","I did too! It was a cool family with superpowers.  I was Elastigirl. When is it coming out?","It's coming out June of 2018. And it will be in 3D","Oh Gosh, I hope I'n not the only adult without kids watching at the theater. Because I will not miss it.","We should make it a friends night out. I have to see it!","Lets do that! it will be less awkward for the other people there.","I wonder what it will be about. I just hope they can bring the same voice cast from the original movie.","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3VBEN272MLT0KCHQA2MC8HQQH69SGN","A2BJULD0NVFD30","Submitted","Mon Jun 26 14:17:23 PDT 2017","Mon Jun 26 14:33:56 PDT 2017","Thu Jun 29 14:33:56 PDT 2017","","","","993","0% (0/0)","0% (0/0)","0% (0/0)","0","hey i want to get better at cooking but dont want to go back to school","of course it does, your welcome now go be the best chef you can be","all you got to do is watch the movie ratatouille","im being serious and this is what you propose?","yes because i am being serious also","and how is watching a disney movie going to help?","well in the movie the rat had a strong desire to cook and even though he was looked down upon for being a rat he never gave up","so how does that apply to me?","well you love cooking so find it within yourself to get the motivation to teach yourself to cook so you can become great like ratatouille.","well when you put it like that it sounds promising","x",""
"3JAOYN9IHLWSKZMTZ69QSVYIEOZ33C","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3ZAK8W07I58JOLY9L5S92QLYVNEU0D","A13B76IU2R3W8U","Submitted","Mon Jun 26 15:28:19 PDT 2017","Mon Jun 26 15:34:19 PDT 2017","Thu Jun 29 15:34:19 PDT 2017","","","","360","0% (0/0)","0% (0/0)","0% (0/0)","0","How did you feel about moana?","I guess kind of like Phil Collins did Tarzan and brother bear.","I liked that she was a modern day girl but the story was still in the past.","Yea, she didn't even have a love interest in the movie.","I wish the pig was the main sidekick instead of Hei Hei.","I agree. I loved the music in it. I think Lin Manuel Miranda did really good with the songs.","Yea. Did you hear he was going to be in the new Mary poppins movie.","Yea. I wonder if he is helping with the soundtrack again or just acting.","I heard that he's helping with that soundtrack and acting.","I think he signed a deal with Disney to work on multiple soundtracks in the future.","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","30JNVC0ORAE27SXO24FPYHNQEJ9HQW","AGXJYG042QDRF","Submitted","Mon Jun 26 15:07:57 PDT 2017","Mon Jun 26 15:14:58 PDT 2017","Thu Jun 29 15:14:58 PDT 2017","","","","421","100% (1/1)","100% (1/1)","100% (1/1)","0","Hey, do you know which one was the first ever Walt Disney movie ?","Yes, I know. It was done in 1934. In those days, making a movie used to take years, due to technical limitations !","Absolutely ! I think it was Snow White and the Seven Dwarfs. I think it was produced in 1930's","Oh really ! It's so amazing that I still like this movie whenever I see it.","Same here. Though it was a classic Black & White movie, but I never miss colors watching this movie.","Who's character you liked the most in this movie ?","Without question, the main character. The ""Snow White"" !","And I would presume, you hated her step mother's character ? The wicked Queen.","Well, same here. I am forgetting her name in the movie. Grimhilde was she ? Oh yes, her name was Grimhilde .","Yup. She was called Grimhilde. Do you know that the story of the movie was compiled years before the movie was released.","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","30OG32W0SV55KLTUWBF29KV8HRAEN4","A3F3QFKR10ZVGP","Submitted","Mon Jun 26 13:28:39 PDT 2017","Mon Jun 26 13:33:47 PDT 2017","Thu Jun 29 13:33:47 PDT 2017","","","","308","0% (0/0)","0% (0/0)","0% (0/0)","0","What would you say is your favorite Disney character?","With today's technology and graphic ability, it could be amazing!","There are so many to choose from, but if I had to pick just one, I think I'd say Robin Hood.","Wow, that's an oldie but a goodie! Why Robin Hood?","Well, he seemed to have a lot of morals as well as charisma with the ladies. I kind of like that.","He robbed from the rich and gave to the poor. I don't know if that's great morals or not.","True, but the rich he robbed from where all kind of jerks. Not that it's right to steal from anyone.","True! I wonder if they will ever re-make that one.","I don't know, I haven't heard anything in years about Robin Hood.","That would be something though, don't you think?","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","33TIN5LC054I1O6RV28RYMS4UFG9YZ","ALQDZZ2PJD9K7","Submitted","Mon Jun 26 14:50:21 PDT 2017","Mon Jun 26 14:57:27 PDT 2017","Thu Jun 29 14:57:27 PDT 2017","","","","426","0% (0/0)","0% (0/0)","0% (0/0)","0","What is your favorite Disney and Pixar movie?","That worked out, too, though, because they ended up supporting him when he needed it!","I loved Ratatouille.","Oh, how come that's your favorite?","Everything in it is so pretty!","It makes me want to visit France, for sure. Even if I eat food cooked by a rat chef.","Hey, Remy was a great cook!","I know! He really impressed the food critic.","I was so nervous for them during that scene, but it turned out alright after all.","I felt bad for Remy that his family wasn't very nice to him.","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","37ZHEEHM6XGD72LARKHHUW5LQOZ73H","AQH6FQJVOPNBY","Submitted","Mon Jun 26 15:06:59 PDT 2017","Mon Jun 26 15:12:29 PDT 2017","Thu Jun 29 15:12:29 PDT 2017","","","","330","0% (0/0)","0% (0/0)","0% (0/0)","0","Fantasia is the weirdest Disney movie ever.","Ha ha that's almost as weird as the film itself.","That's the one where Mickey Mouse is a wizard right.","Yeah, it's got that iconic scene where he's trying to use magic to clean his castle.","And then all the brooms go crazy and start doing a weird army march.","And the castle ends up flooding because he uses too much magic or something like that.","It's got a really fantastic musical score as well, but I agree it's totally weird.","Doesn't Mickey Mouse's dog, Pluto, make a totally out of place cameo appearance.","I think so but I can't remember too much about it.","Ha ha me neither but I always used to listen to the soundtrack to fall asleep.","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","39JEC7537VV3VSIP2BVYTDPIIIAVCK","AWNB4PWAYRF13","Submitted","Mon Jun 26 14:11:09 PDT 2017","Mon Jun 26 14:15:39 PDT 2017","Thu Jun 29 14:15:39 PDT 2017","","","","270","0% (0/0)","0% (0/0)","0% (0/0)","0","Which Disney movie is your favorite?","Yeah, I had high hopes for it but it was a big let down.","My all-time favorite is definitely Beauty and the Beast!","I love that one too! The music is so wonderful!","I love the story, what is your favorite song from it?","Oh, that's hard to choose. I think it would be Angela Lansbury singing the main song.","ME TOO, I love that!!!","Do you like the new version that came out?","No, I absolutely hate it!!","Me too, I was so disappointed.","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","39LNWE0K4VQUVGFPPVHF8ULUHGLIUK","A1UUBZFVO9SCZI","Submitted","Mon Jun 26 14:08:00 PDT 2017","Mon Jun 26 14:11:27 PDT 2017","Thu Jun 29 14:11:27 PDT 2017","","","","207","100% (4/4)","100% (4/4)","100% (4/4)","0","Have you seen Disney's Sleeping Beauty?","Upon a dream.","Yes, of course. It's a classic.","I just love the music in it so much.","Have you heard the soundtrack to the live version of the movie?","Lana Del Rey's cover? Yes. It's so pretty and eerie.","I loved Maleficent.","I liked her better when she was evil to be petty rather than due to a tragic backstory.","Yes, but it has to make money doesn't it?","But if I know you, I know what you'll dooo. You'll love me at once, the way you did once -","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3CP1TO84PUV9ZGB8ZROFD2MXT3V52E","A1EX951NW7YPG6","Submitted","Mon Jun 26 14:05:28 PDT 2017","Mon Jun 26 14:11:29 PDT 2017","Thu Jun 29 14:11:29 PDT 2017","","","","361","100% (20/20)","100% (20/20)","100% (20/20)","0","The Lion Kind was such a classic","it did and when he grew up he was the king and he had a son, a happy ending.","I think it was one of the most popular movies","the part when his dad died made my dad cry","it made me cry also ! It was so sad","The hyenia's really scared me, they were so gross","they were, I liked the pig though he was funny","the music was also really good, what was your favorite song ?","The Circle Of Life was the best song in there","It was one of the best, it made you feel like anything was possible","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3LYA37P8IRH65CW7P7LWGK8JKZ3BK7","AQE2H0V5SEYLL","Submitted","Mon Jun 26 14:08:03 PDT 2017","Mon Jun 26 14:09:22 PDT 2017","Thu Jun 29 14:09:22 PDT 2017","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","0","What kind of puppy are you planning to get?","Hopefully you're not a Sleeping Beauty for too long, and he comes to kiss you!","You know I've always been partial to 101 Dalmatians, so I think I'm gonna have to go with a cute little spotted guy.","My little sister found a fork  when she was looking for shells at the beach.","I bet I would have started brushing my hair and singing like Ariel if I were her!","As corny as it was, I was smitten when he pull a Lady & The Tramp during dinner.","I can't believe he had you both suck on the same piece of spaghetti to a kiss, what a goof!","Even though it was years and years ago, I Pocahontas still calls when I go in the woods sometimes...","Especially in the fall!  I can paint with all the colorsss of the wiiind.","It feels like I'm just waiting for Prince Charming...","x",""
"3PMR2DOWOOVGGAS1D322HXO86KM54P","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3X31TUMD7YGGCKWX8A48P88PNOYL1K","A17J1CE7N49Z9D","Submitted","Mon Jun 26 16:46:17 PDT 2017","Mon Jun 26 16:47:30 PDT 2017","Thu Jun 29 16:47:30 PDT 2017","","","","73","100% (39/39)","100% (39/39)","100% (30/30)","0","what Disney did you like?","but its not a full movie","original disney?","yeah. I liked treasure planet","that was a good one.","I loved the soundtrack","I liked Timon and pumba, the show.","I don't even remember that.","does it even count?","I guess it is affiliated with disney","x",""
"382GHPVPHSLD2V5XZKE920QOSOV34X","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","32SCWG5HIIY1ARCS689W1L8Q0816PL","A3OWGVIP4VYSPV","Submitted","Mon Jun 26 14:28:29 PDT 2017","Mon Jun 26 14:30:51 PDT 2017","Thu Jun 29 14:30:51 PDT 2017","","","","142","100% (81/81)","100% (25/25)","100% (20/20)","0","Did you used to watch the Disney Channel original movies? They usually did one each month.","I'd buy those for sure.","I did and most of them were great. I wish they would put more out on DVD.","Smart House got released.","Really? Any others?","Wish Upon a Star and the original Seventeen Again.","I thought that was originally one of those but it got remade.","It originally had the twins from Sister/Sister.","That's right. I saw it once.","I want the Zenon ones to be released.","x",""
"382GHPVPHSLD2V5XZKE920QOSOV34X","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3B4YI393VAQ3AHQH52GTXV9T5IBSSH","AL78XS9H98CDK","Submitted","Mon Jun 26 15:13:45 PDT 2017","Mon Jun 26 15:29:34 PDT 2017","Thu Jun 29 15:29:34 PDT 2017","","","","949","100% (2/2)","100% (2/2)","100% (2/2)","0","I went this weekend with my kids to see Cars 3. They love it!","You can never go wrong with a Disney Pixar movie. They are the best. We will definitely be seeing this one next weekend.","We wanted to go and see it but we didn't make it. Lighting McQueen is my son's favorite Disney character.","All my kids love him too.","Did you see it in 3D? How was it?","Yes we did. It was fantastic. We really enjoyed the animation, the effects and the plot of the movie.","What is it about this time around?","I don't want to give away the plot, but the message in this Car's movie is one that really will help children believe in themselves.","That's a good message for kids now a days.","Yes is it, and the best part is that the whole movie revolves around believing in one self. Which is amazing.","x",""
"382GHPVPHSLD2V5XZKE920QOSOV34X","3LI79ZAG3M4CBXRF8WKTH4KQB9LO2V","Create a dialog on Disney movies for ten sentences","Create a dialog on Disney movies for ten sentences","dialog, chat, movies, film, series, entertainment, arts, conversation, writing, disney, animation, live-action, creative, science fiction","$0.45","Mon Jun 26 12:59:38 PDT 2017","9","BatchId:2849342;OriginalHitTemplateId:920937340;","7200","259200","Mon Jul 03 12:59:38 PDT 2017","","","3EQHHY4HQTMZEAJFY694F6GY3MA5G7","ASNXV11SCOBWA","Submitted","Mon Jun 26 13:03:53 PDT 2017","Mon Jun 26 13:08:02 PDT 2017","Thu Jun 29 13:08:02 PDT 2017","","","","249","0% (0/0)","0% (0/0)","0% (0/0)","0","Have you seen Frozen?","I really do, I'm not hip with the jive anymore. What are you doing this weekend?","No, not yet, I haven't.","Really? I feel like everybody's seen it by now.","Yeah, I haven't really had the desire, but there's a lady at work who is obsessed with Olaf.","Oh my gosh, Olaf is my favorite! I have a stuffed Olaf at home.","I see him all the time when I go to Target, kids seem to love him.","I'm not surprised, he really is a fan favorite; maybe even more popular than Elsa!","Who is Elsa? Is she the one with white hair?","Elsa is the main character in Frozen. Man, you really have a lot of catching up to do!","x",""
