"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"33CLA8O0MI5FJDNOURBOB2QVNN4FRB","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3ZWFC4W1UV1I5XLIKTGP0MLIT9KRFW","AIC8CB12DQC0K","Approved","Wed Jun 21 09:05:04 PDT 2017","Wed Jun 21 09:21:49 PDT 2017","Sat Jun 24 09:21:49 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","1005","100% (10/10)","100% (9/9)","100% (9/9)","0","Hey, I've been listening to a lot of Alice In Chains lately.","I agree, I still enjoy checking out Jerry Cantrell's music, I just really miss Lane.","Oh yeah, I love them, such great harmonies.","Jerry and Lane, their voices just mesh so well, some songs are so haunting.","I know, the Jar of Flies album is full of dark thoughts, which we know are Lane's.","I can't believe he and the drummer are both dead, and all because of stupid drugs.","Yep, did you ever see Mike Starr on Dr. Drew's Celebrity Rehab?","I did, you know both guys must have really been in a lot of emotional pain.","Yes, and you know, the songs really tell us that, don't they?  Down In A Hole is one of my favorites.","I love Rooster, and oh yeah, Whale and Wasp is super haunting.","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","37TRT2X24RLBUSQP7MLKF5864S1JBD","A3EO1V3OGZ5644","Approved","Tue Jun 20 11:37:09 PDT 2017","Tue Jun 20 11:52:33 PDT 2017","Fri Jun 23 11:52:33 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","924","100% (42/42)","100% (40/40)","100% (40/40)","0","Who is/was your favorite rock artist?","Metallica is great as well.","I never liked rock a bunch, but I did enjoy listening Bob Dylan.","What did you like about Bob Dylan?","I liked his substance and his delivery.","What is your favorite song from him?","Like a rolling stone","That song was great and that songs is pretty old.","Yes, it is a song from the 1960s.","Who else do you like in rock?","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","38BQUHLA9XULEULJEO3Y1H0MG1OOMW","ALL5YYZDJ4FB2","Submitted","Sun Jun 25 17:10:30 PDT 2017","Sun Jun 25 17:40:24 PDT 2017","Wed Jun 28 17:40:24 PDT 2017","","","","1794","100% (2/2)","100% (2/2)","100% (2/2)","0","What is your favorite rock band?","I will have to take a listen to it!","I really do not have a favorite I like them all.","If you had a favorite who would you pick?","I would say Alice in Chains.","I like them, are they still playing?","I would assume so.","They were only formed in 1993.","Yeah that was before I graduated!","The Devil Put Dinosaurs Here, that album was produced in 2013.","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","39LNWE0K4VQUVGFPPVHF8ULUHCBUIE","A1QRFE3FLH51KK","Submitted","Sat Jun 24 13:14:10 PDT 2017","Sat Jun 24 13:17:25 PDT 2017","Tue Jun 27 13:17:25 PDT 2017","","","","195","0% (0/0)","0% (0/0)","0% (0/0)","0","Do you like the rock band AFI?","{}","I think I have heard of them. What does that stand for?","It stands for A Fire Inside.","Oh yeah, is the singer of the band named Davey?","Yep, Davey Havok. Well, he started a side band too called Dreamcar!","I heard of them! It's with the musicians of No Doubt.","Exact","{}","{}","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3AUQQEL7U6NJ10N9QV2EYCNH9QW0V9","AKM6CK7MY7LOE","Submitted","Sun Jun 25 07:44:55 PDT 2017","Sun Jun 25 07:48:35 PDT 2017","Wed Jun 28 07:48:35 PDT 2017","","","","220","100% (138/138)","100% (109/109)","100% (71/71)","0","What's your favorite AC/DC song?","The great rock classics.","Back in Black of course.","Love it. Dirty Deeds is my favorite.","I know. Tha's because your brother used to growl at the end.","I remember it like yesterday.","TNT was great too.","There are so many that could be my favorite song.","High Voltage was a great CD.","It was. A lot of people never even heard of it.","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3GDTJDAPVV5IT2Y377E24VAM1UG8M5","A2NF9CC1MMCITK","Submitted","Sat Jun 24 22:51:42 PDT 2017","Sat Jun 24 23:26:22 PDT 2017","Tue Jun 27 23:26:22 PDT 2017","","","","2080","100% (5/5)","100% (5/5)","100% (5/5)","0","Can you grab my phone for me and see who is calling me I am getting dressed for the dance club tonight.","Thanks what time are you leaving that wasn't your'e friend on the phone it was marketing calls well when you do go enjoy the dance club and let me know who was there performing.","What dance club are you going to and what group is going to be there?","I am not exactly sure yet i am waiting for my girl friend to get back to me but i know it is a Rock group.","Wow I like rock remember the old song from way back in the seventies I love Rock and Roll.","Yes I remember them it was the group called AC/DC but that one is not from the seventies i don't think so.","There have been many of numerous different groups with other Artists singing that same Rock and Roll song.","Joan jet I she came out with a lyrics and Britney Spears her too.","Cool I don't think i have ever heard those two where can i find those i want to hear what they sound like.","I guess you can try listening to the radio on the Rock stations and also maybe go check out You tube.","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3I02618YA10MC22T2Q7ZHRM63N6UPK","A2ECRNQ3X5LEXD","Approved","Thu Jun 22 21:29:14 PDT 2017","Thu Jun 22 21:32:39 PDT 2017","Sun Jun 25 21:32:39 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","205","100% (235/235)","100% (202/202)","100% (168/168)","0","Do you listening to rock regularly?","You have good taste.","Oh yes all of the time.","Do you like Maroon 5?","Yes but I consider that to be more pop.","I disagree, I think it is rock.","What song do you like by them?","I like the older albums.","Songs about Jane?","Exactly.","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3QXNC7EIPJPL4TA6NUXI6UYKHL609V","A3RYTY3QHRXNIY","Approved","Tue Jun 20 22:25:12 PDT 2017","Tue Jun 20 22:27:35 PDT 2017","Fri Jun 23 22:27:35 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","143","100% (479/479)","100% (413/413)","100% (358/358)","0","Metallica has 3.4 million follwers on twitter","Me too","Wow thats a lot of followers","Amd they only like 37","Thats funny","They should like more than that","I abree they should support their fans","And make them feel important","Exactly","I wonder who the 37 people are","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3UN61F00HXJQ30STEH3GEAU54FQ5RB","ATADQXPHL10Y8","Approved","Wed Jun 21 02:47:24 PDT 2017","Wed Jun 21 02:48:31 PDT 2017","Sat Jun 24 02:48:31 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","67","100% (430/430)","100% (260/260)","100% (212/212)","0","Do you think Hoobastank was a good band","They were aided with interesting music videos which no one makes anymore.","I remember Crawling in the Dark but not much else.","They had the song The Reason as well.","Oh yeah I forgot about that.","I guess thats not a good sign","I mean they had a good 5 year run in them","They still make new music every year","But nothing that has broken though","Yeah nothing huge like those 2 songs","x",""
"34D9ZRXCYROWO16TY0P1NBK0C9AASH","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3VAR3R6G1QV6T5JFKNTFWZZRWU58OU","A2GMFKPE64NQQC","Submitted","Sat Jun 24 06:11:12 PDT 2017","Sat Jun 24 06:12:54 PDT 2017","Tue Jun 27 06:12:54 PDT 2017","","","","102","100% (14/14)","100% (14/14)","100% (13/13)","0","Have you seen the new Paramore music video?","No, I definitely prefer the video for Still Into You.","Hard Times? Oh yeah.","What do you think of it?","I love the 80s style.","I do too. It even gets an A-ha feel at one point.","You mean like from the video for Take on Me?","Exactly. That kind of moving line and illustration.","I can totally see that.","Do you think Hard Times' music video is better than Still Into You's video?","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","339ANSOTR6WGSKADVHDD27CWFL2KIW","AZEVSTNXMQOM6","Submitted","Sat Jun 24 08:24:00 PDT 2017","Sat Jun 24 08:28:32 PDT 2017","Tue Jun 27 08:28:32 PDT 2017","","","","272","100% (3/3)","100% (1/1)","100% (1/1)","0","hey, I'm so old I remember the advent of punk music in America.","Well, i'm going to go listen to some Metallica;s ""enter sandman"" now.","No kidding. that is old! Did you listen to Sid Vicious and stuff?","I didn't know.  There was one kid in my school who was into the Clash, and everyone was confused.","I could imagine.  Most people were into metal in those days.","Yes, I liked all the ""hair bands"" back then.  i was a big fan of Def Leppard.","I loved Motley Crue and Ratt, especially ""Round and round.""","I remember David Lee roth in the ""jump"" video.  He literally jumped around.","That was when MTV was music TV.  Wow, you are old.","That is true.  But these days, I still like old classics like Zeppelin and Twisted Sister.","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","37FMASSAYDLFZH6JP40K34T6RFQIBI","A1SRI5PDX6WB9B","Approved","Tue Jun 20 23:15:55 PDT 2017","Tue Jun 20 23:25:19 PDT 2017","Fri Jun 23 23:25:19 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","564","100% (40/40)","100% (40/40)","100% (30/30)","0","You can put a cd in the cd player while we're driving if you want.","This is going to be a fun ride singing Beastie Boy songs!","What do you like to listen to?","I have mostly rock cds. There's some good driving music in there.","Oh boy, I see some- Beastie Boys!","That's really good driving music- like No Sleep Till Brooklyn.","First we gotta play Brass Monkey, I LOVE that song!","Everybody loves that song! That, and You Gotta Fight For Your Right To Party.","OH, and Girls- that song cracks me up.","I know, it's so sexist, but it's so funny I just giggle through the whole thing.","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","38F5OAUN5O6S1AS9656JYQ6V9MCH7F","AEWPAZBYA7XE","Submitted","Fri Jun 23 13:29:21 PDT 2017","Fri Jun 23 13:32:24 PDT 2017","Mon Jun 26 13:32:24 PDT 2017","","","","183","100% (254/254)","100% (201/201)","100% (167/167)","0","Do you like Megadeath?","I'll have to come over and check them out.","Not relly into Metal.","You should give them a listen.","It's not screemo is it.","No. Old school metal.","I might.","I have most of their albums.","Any one in particular you'd reccomend.","I like 'em all.","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3BF51CHDTW4EJZSPL6LAJBW817KH0R","AM2ES67A5XZFA","Approved","Thu Jun 22 17:55:33 PDT 2017","Thu Jun 22 17:58:01 PDT 2017","Sun Jun 25 17:58:01 PDT 2017","Fri Jun 23 01:53:47 PDT 2017","","","148","100% (4/4)","100% (4/4)","100% (4/4)","0","Do you like 90s rock?","Thank you, I will!","Of course, grunge was very influential!","There will never be another band like Nirvana, that's for sure, but Soundgarden was just as good.","Shame about Chris Cornell, he had a really powerful voice.","He had one of the best voices in rock. He wasn't grunge, but Mike Patton is up there!","I know! He's awesome, but too many people will only know him for Epic and not for his actual variety.","Yup, incredible range. He can scream in one song, croon like Frank Sinatra in another, and he's even done an opera album.","He's fluent in Italian and always wants to experiment, so that's no surprise.","You really should check out Mondo Caine, since that's his opera album.","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3EG49X351V66J0EJSZJDVYUT1R16X3","A1HWI4N1RJGKYY","Approved","Wed Jun 21 08:44:26 PDT 2017","Wed Jun 21 08:45:16 PDT 2017","Sat Jun 24 08:45:16 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","50","100% (308/308)","100% (205/205)","100% (185/185)","0","Hey.","Yeah exactly.","Hi.","Do you listen to rock music at all?","Yeah sure.","How often do you listen to it?","Probably once a day at least.","Oh cool.  Where do you normally listen to it?","Usually I'm in my car listening to it.","Like on your commute or something like that?","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3GNCZX450JH2XTOVWLQ8HQACWNKAP0","A35EMTD89EWZYH","Submitted","Sat Jun 24 18:51:23 PDT 2017","Sat Jun 24 19:03:23 PDT 2017","Tue Jun 27 19:03:23 PDT 2017","","","","720","0% (0/0)","0% (0/0)","0% (0/0)","0","What is the best rock concert you ever saw?","You're right, I don't know how diehard fans of AC/DC are going to feel about Axl singing lead.","I went to see AC/DC on their Who Made Who Tour and they knocked my socks off!","Angus Young is an amazing performer, who opened up for them?","Guns N Roses opened for them, and they were great too.","Oh sure, and now Axl Rose is singing with AC/DC, isn't he?","I believe so, now that Brian Johnson left the band for medical reasons.","Brian Johnson is a hard act to follow, his voice is so distinct.","It is, but Axl has put his own spin on things.","All of the other members of AC/DC are phenomenal, but you first notice that lead singer.","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3LRKMWOKB6B76UVX6FVV26TSTK72ZL","A3GM1Y0H93CZT1","Approved","Tue Jun 20 12:50:30 PDT 2017","Tue Jun 20 14:22:54 PDT 2017","Fri Jun 23 14:22:54 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","5544","100% (80/80)","100% (68/68)","100% (67/67)","0","Hey, can I have my Alkaline Trio cd back?","Probably, Good Mourning.I used to listen to that on repeat all the time.","Oh yeah, totally I'm sorry.","No big deal. I just don't want to forget it,","I heard they are going to be touring again. Do you want to go see them?","Of course I want to! I've listened to them since I was 12,","Me too. What's your favorite album?","I really like Godamnit.","That's their second album,right?","Yes, what's your favorite?","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3OS4RQUCRA9VPQ4TOWUZ07GEBMOFBC","A1WBGYZ6Y8NJ9","Approved","Tue Jun 20 17:28:24 PDT 2017","Tue Jun 20 17:33:18 PDT 2017","Fri Jun 23 17:33:18 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","294","100% (387/387)","100% (344/344)","100% (303/303)","0","I want to learn to play something","We can go with that if you want","Play like what","Play an instrument","Why","Because i want to learn it would be cool","Do you got a silly idea","Well it would be cool to start a rock band and make rock music","Sounds interesting","You mean sounds promising","x",""
"34HEO7RUG6OKNM6GJBPWX1F4Q7RART","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3QXNC7EIPJPL4TA6NUXI6UYKHMO09F","AH69J982YZLXT","Approved","Wed Jun 21 14:13:07 PDT 2017","Wed Jun 21 14:14:39 PDT 2017","Sat Jun 24 14:14:39 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","92","100% (69/69)","100% (69/69)","100% (69/69)","0","What kind of rock music do you like?","Metalocalypse is pretty cool, can't lie.","There are different kinds?","Oh yeah, for sure. It's a really various genre, you know? There's indie rock, classic rock, punk rock, annoying radio rock like Nickelback...","Guess you learn something new every day.","Yeah, you do. So. Answer my question!","I guess I'm into punk.","Good answer, we can stay friends.","I didn't even know that was on the line.","Oh, it is. You're lucky I'm letting punk slide. I'm a huge Metalhead.","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3B2X28YI3X9Z6XBIN3RV6131IOWB6I","A3NWDC5NASS71Y","Approved","Tue Jun 20 23:59:38 PDT 2017","Wed Jun 21 00:08:01 PDT 2017","Sat Jun 24 00:08:01 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","503","100% (5/5)","100% (5/5)","100% (5/5)","0","What type of music is to your liking?","Simon Lebon","Duran Duran it's not rock but I still like","How many members were there?","5 to begin with and they've changed through the years.","What year did they form?","1978","Who was the bands first singer?","Stephen Duffy","Who replaced Stephen Duffy?","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3DBQWDE4Y7S5O201LAMZ5QPV3I3N57","AS2WTWYVRW9BV","Approved","Wed Jun 21 04:35:02 PDT 2017","Wed Jun 21 04:44:13 PDT 2017","Sat Jun 24 04:44:13 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","551","100% (26/26)","100% (26/26)","100% (26/26)","0","Hey Fred, have you heard that new song by ""Papa Roach""?","Yeah absolutely","Which one?","The song is named ""Help"" it reminds me a lot of older ""Papa Roach"" songs","No kidding?  the last album wasn't that good","No this song is back to old school music like ""Broken Home""","I guess i'll download it and check it out on Itunes","I don't think you will be dissapointed","I trust your judgement","Hey do you want to throw some hoops tomorrow?","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3DUZQ9U6SNIJ297LZXLY8IT035FSVX","A3N27VW2VHEZNF","Approved","Wed Jun 21 05:13:37 PDT 2017","Wed Jun 21 05:19:52 PDT 2017","Sat Jun 24 05:19:52 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","375","100% (3/3)","100% (3/3)","100% (3/3)","0","What's your favorite genre of rock music?","At least we still have The Stones around.","I think Rock & Roll would be it.","You mean from the 50s and 60s?","50s, 60s and 70s. They made some super sweet music back then.","Yeah you're right they did. What were some of your favorite artists?","Elvis Presley, The Beatles and Creedence Clearwater Revival rocked!","Those are great choices. Mine are Janis Joplin, Jimmy Hendrix and The Rolling Stones.","They all rocked! Too bad most of them are no longer around.","Yeah, it would be great to hear new music from any of them.","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3L4D84MIL0MLL5TB7EVG1GB4Z64JHT","A1WBGYZ6Y8NJ9","Approved","Tue Jun 20 14:58:11 PDT 2017","Tue Jun 20 14:59:21 PDT 2017","Fri Jun 23 14:59:21 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","70","100% (387/387)","100% (344/344)","100% (303/303)","0","Do you like the band nirvana?","Nah not this time","Nope i think they are awful","What?!","What?","How are they awful","They sound horrible to me","I mean maybe overrated but not awful","I prefer alice in chains","You are so wrong","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3OSWBBLG1FR549TY2MRR144LIEZDXF","A1X57NNB77RTSD","Approved","Wed Jun 21 19:11:10 PDT 2017","Wed Jun 21 19:24:14 PDT 2017","Sat Jun 24 19:24:14 PDT 2017","Fri Jun 23 01:53:48 PDT 2017","","","784","100% (18/18)","100% (18/18)","100% (18/18)","0","How many songs can you name from the 1980's?","I would have loved to see what else he would have done with all of that talent.","Hmm, let's see. Well I was a huge Cyndi Lauper fan, so the first song that comes to mind is ""Girls Just Want To Have Fun"".","I almost forgot about the crazy costumes and hair do's.","Remember ""Boy George"" what was the name of the band he was in?","Culture Club, I used to go for walks singing Karma Chameleon.","Let's not forget Michael Jackson was breaking out on his own. He had Beat It and the moon walk. So amazing.","I never did master the moon walk but I did learn the Thriller dance.","That's not something I even want to see, but I could have watched him dance all day long.","He was the best. His song were so good. It's a shame he is not still here.","x",""
"35YHTYFL1GX7CK453BGYCZFY8THFV4","3HD129RETDWWP50YCEHNTJVXANN46I","Create a dialog on rock music for ten sentences","Create a dialog on rock music for ten sentences","dialog, chat, rock, entertainment, fun, arts, conversation, writing, music, creative","$0.40","Tue Jun 20 10:05:01 PDT 2017","9","BatchId:2842578;OriginalHitTemplateId:920937340;","7200","259200","Tue Jun 27 10:05:01 PDT 2017","","","3TXMY6UCAFIBQKM8GC1ONQQA0B3QCY","A3KT7FHYY6PF2P","Approved","Wed Jun 21 11:40:56 PDT 2017","Wed Jun 21 11:43:43 PDT 2017","Sat Jun 24 11:43:43 PDT 2017","Fri Jun 23 01:53:49 PDT 2017","","","167","100% (34/34)","100% (34/34)","100% (34/34)","0","Have you ever heard of Bad Religion?","Cool. I will check this out.","No, what are they?","They are a band that has been around for decades.","What kind of music is it?","They play punk rock but evolved over the years.","Awesome. Where do I start?","I would listen to 80-85.","Nice. What exactly is that?","It's a compilation of songs they made from 1980 to 1985.","x",""
